frame,timestamp,angle_delta,snap_count,lock_count,flag
152,1746360012.629625,0.0,0,0,False
153,1746360012.7512283,0.0,0,0,False
154,1746360012.8644285,0.0,0,0,False
155,1746360012.9729958,0.0,0,0,False
156,1746360013.0820389,0.0,0,0,False
157,1746360013.1941302,0.0,0,0,False
158,1746360013.3002222,0.6,0,0,False
159,1746360013.4142802,2.5,0,0,False
160,1746360013.5264666,361.8,0,0,False
161,1746360013.6485076,358.4,0,0,False
162,1746360013.7611187,10.6,0,0,False
163,1746360013.8717422,17.5,0,0,False
164,1746360013.9831603,353.0,0,0,False
165,1746360014.0955436,355.8,0,0,False
166,1746360014.21117,21.8,0,0,False
167,1746360014.3263268,4.4,0,0,False
168,1746360014.4360387,359.5,0,0,False
169,1746360014.5450728,27.6,0,0,False
170,1746360014.656188,15.1,0,0,False
171,1746360014.7704358,360.0,0,0,False
172,1746360014.8799927,0.2,0,0,False
173,1746360014.9959915,359.5,1,0,False
174,1746360015.1131878,360.0,1,0,False
175,1746360015.2232938,0.0,1,0,False
176,1746360015.3393357,0.0,1,0,False
177,1746360015.4504106,0.0,1,0,False
178,1746360015.562992,0.0,1,0,False
179,1746360015.677992,0.0,1,0,False
180,1746360015.7890286,360.0,2,0,False
181,1746360015.9010289,6.6,2,0,False
182,1746360016.0151188,11.9,2,0,False
183,1746360016.1297927,339.8,2,0,False
184,1746360016.2443836,350.9,2,0,False
185,1746360016.352975,384.3,2,0,False
186,1746360016.4661412,357.2,2,0,False
187,1746360016.578865,4.6,1,0,False
188,1746360016.685494,20.1,1,0,False
189,1746360016.7970865,4.1,1,0,False
190,1746360016.9102364,30.7,1,0,False
191,1746360017.021916,10.1,1,0,False
192,1746360017.1329155,360.0,1,0,False
193,1746360017.255014,13.9,1,0,False
194,1746360017.3650138,4.4,0,0,False
195,1746360017.4781787,0.0,0,0,False
196,1746360017.5872583,0.0,0,0,False
197,1746360017.7018723,0.0,0,0,False
198,1746360017.8169813,359.6,1,0,False
199,1746360017.9380643,5.0,1,0,False
200,1746360018.0512185,351.4,1,0,False
201,1746360018.1632922,7.2,1,0,False
202,1746360018.27588,361.2,1,0,False
203,1746360018.3889213,0.1,1,0,False
204,1746360018.5025113,1.2,1,0,False
205,1746360018.6130683,372.2,1,0,False
206,1746360018.7301254,348.0,1,0,False
207,1746360018.8432314,8.9,1,0,False
208,1746360018.9522727,0.0,1,0,False
209,1746360019.0618732,0.0,1,0,False
210,1746360019.173918,0.1,1,0,False
211,1746360019.2969532,4.5,2,0,False
212,1746360019.4089546,309.2,1,0,False
213,1746360019.5190403,48.1,1,0,False
214,1746360019.633077,6.6,1,0,False
215,1746360019.7441216,378.8,1,0,False
216,1746360019.8577306,6.8,1,0,False
217,1746360019.9729197,44.6,1,0,False
218,1746360020.0829835,7.0,1,0,False
219,1746360020.196144,24.7,1,0,False
220,1746360020.3128567,342.8,1,0,False
221,1746360020.4259286,89.8,1,0,False
222,1746360020.542554,361.9,1,0,False
223,1746360020.657633,56.7,1,0,False
224,1746360020.7741485,42.4,1,0,False
225,1746360020.8892732,3.6,0,0,False
226,1746360020.9998937,360.0,0,0,False
227,1746360021.1156366,0.0,0,0,False
228,1746360021.2301989,0.0,0,0,False
229,1746360021.349297,0.0,0,0,False
230,1746360021.4699397,360.0,1,0,False
231,1746360021.5780697,360.3,1,0,False
232,1746360021.6876626,0.0,1,0,False
233,1746360021.8022482,0.0,1,0,False
234,1746360021.9093542,0.0,1,0,False
235,1746360022.0270581,0.0,1,0,False
236,1746360022.1391814,0.0,1,0,False
237,1746360022.2462113,0.0,1,0,False
238,1746360022.3652546,0.0,1,0,False
239,1746360022.4753873,0.0,1,0,False
240,1746360022.58605,0.0,1,0,False
241,1746360022.699227,0.0,1,0,False
242,1746360022.8183267,0.0,1,0,False
243,1746360022.9342253,0.0,1,0,False
244,1746360023.0541716,0.0,0,0,False
245,1746360023.1687324,0.0,0,0,False
246,1746360023.2773378,0.0,0,0,False
247,1746360023.3989558,0.0,0,0,False
248,1746360023.5219562,0.0,0,0,False
249,1746360023.639997,0.0,0,0,False
250,1746360023.7511268,0.0,0,0,False
251,1746360023.872275,0.0,0,0,False
252,1746360023.9829378,0.0,0,0,False
253,1746360024.0976598,0.0,0,0,False
254,1746360024.2147539,0.0,0,0,False
255,1746360024.3334267,0.0,0,0,False
256,1746360024.4419773,0.0,0,0,False
257,1746360024.5543334,0.0,0,0,False
258,1746360024.6681929,0.0,0,0,False
259,1746360024.7781918,0.0,0,0,False
260,1746360024.892355,0.0,0,0,False
261,1746360025.0024915,0.0,0,0,False
262,1746360025.1123574,0.0,0,0,False
263,1746360025.2304356,0.0,0,0,False
264,1746360025.3504796,0.0,0,0,False
265,1746360025.4675157,0.0,0,0,False
266,1746360025.577195,0.0,0,0,False
267,1746360025.6944215,0.0,0,0,False
268,1746360025.8056383,0.0,0,0,False
269,1746360025.9177768,0.0,0,0,False
270,1746360026.03644,0.0,0,0,False
271,1746360026.1491623,0.0,0,0,False
272,1746360026.2641995,0.0,0,0,False
273,1746360026.37737,0.0,0,0,False
274,1746360026.486457,0.0,0,0,False
275,1746360026.5970883,0.0,0,0,False
276,1746360026.706167,0.0,0,0,False
277,1746360026.816209,0.0,0,0,False
278,1746360026.9283109,0.0,0,0,False
279,1746360027.0364327,0.0,0,0,False
280,1746360027.1522179,0.0,0,0,False
281,1746360027.2572577,0.0,0,0,False
282,1746360027.3679981,0.0,0,0,False
283,1746360027.4810815,0.0,0,0,False
284,1746360027.5942678,0.0,0,0,False
285,1746360027.7039995,0.0,0,0,False
286,1746360027.816086,0.0,0,0,False
287,1746360027.9310865,0.0,0,0,False
288,1746360028.044215,0.0,0,0,False
289,1746360028.1652508,0.0,0,0,False
290,1746360028.273403,0.0,0,0,False
291,1746360028.38806,359.0,1,0,False
292,1746360028.4961083,28.6,1,0,False
293,1746360028.6127052,7.8,1,0,False
294,1746360028.7358308,0.4,1,0,False
295,1746360028.9023483,23.5,1,0,False
296,1746360029.01191,7.1,1,0,False
297,1746360029.127911,1.0,1,0,False
298,1746360029.2379107,3.2,1,0,False
299,1746360029.3489106,1.5,1,0,False
300,1746360029.4630044,1.4,1,0,False
301,1746360029.5761874,1.2,1,0,False
302,1746360029.6901877,1.9,1,0,False
303,1746360029.802308,0.2,1,0,False
304,1746360029.9119058,0.1,0,0,False
305,1746360030.022037,38.5,1,0,False
306,1746360030.138133,354.4,1,0,False
307,1746360030.2476556,360.2,1,0,False
308,1746360030.363334,359.4,1,0,False
309,1746360030.47385,360.3,1,0,False
310,1746360030.583932,359.9,1,0,False
311,1746360030.7059999,1.4,1,0,False
312,1746360030.8310046,0.0,1,1,False
313,1746360030.958077,0.0,1,1,False
314,1746360031.0741842,360.0,2,2,True
315,1746360031.1862247,352.3,2,3,True
316,1746360031.2943025,373.2,2,3,True
317,1746360031.4139683,351.2,2,3,True
318,1746360031.5279684,324.1,1,3,False
319,1746360031.6409671,5.5,1,3,False
320,1746360031.755001,2.5,1,3,False
321,1746360031.8670065,6.9,1,2,False
322,1746360031.981001,4.7,1,2,False
323,1746360032.0943093,5.4,1,1,False
324,1746360032.2089775,358.3,1,1,False
325,1746360032.3261168,0.0,1,2,False
326,1746360032.4382458,0.0,1,3,False
327,1746360032.5482805,367.9,2,4,True
328,1746360032.6580455,19.8,1,5,False
329,1746360032.7681177,353.3,1,6,False
330,1746360032.878333,5.8,1,6,False
331,1746360032.9983654,322.4,1,6,False
332,1746360033.1168835,3.5,1,6,False
333,1746360033.243398,3.4,1,5,False
334,1746360033.3629525,2.0,1,4,False
335,1746360033.4787621,0.0,1,3,False
336,1746360033.5907948,0.0,1,2,False
337,1746360033.703346,0.0,1,2,False
338,1746360033.8230555,0.0,1,2,False
339,1746360033.937147,0.4,1,3,False
340,1746360034.0487976,0.3,0,4,False
341,1746360034.159317,0.0,0,4,False
342,1746360034.2763953,2.0,0,4,False
343,1746360034.3884292,6.1,0,4,False
344,1746360034.5000217,4.9,0,4,False
345,1746360034.609021,2.6,0,5,False
346,1746360034.724472,0.0,0,4,False
347,1746360034.830208,0.0,0,3,False
348,1746360034.9382846,0.0,0,2,False
349,1746360035.0524828,0.0,0,1,False
350,1746360035.1672506,0.0,0,1,False
351,1746360035.280807,345.3,1,1,False
352,1746360035.3923914,20.7,1,1,False
353,1746360035.503554,10.7,1,1,False
354,1746360035.617293,357.8,1,0,False
355,1746360035.7323909,373.1,1,0,False
356,1746360035.85247,1.8,1,0,False
357,1746360035.9650757,357.3,1,0,False
358,1746360036.0791144,338.2,1,0,False
359,1746360036.200174,361.0,1,0,False
360,1746360036.3198318,363.6,1,0,False
361,1746360036.4379325,9.1,1,0,False
362,1746360036.5530345,17.6,1,0,False
363,1746360036.6741893,12.5,1,0,False
364,1746360036.7942822,10.0,0,0,False
365,1746360036.9113822,1.0,0,0,False
366,1746360037.0304778,5.7,0,0,False
367,1746360037.1535304,0.0,0,0,False
368,1746360037.2682893,0.0,0,0,False
369,1746360037.3879108,9.4,1,0,False
370,1746360037.5114784,371.7,1,0,False
371,1746360037.6270378,372.5,1,0,False
372,1746360037.7450778,356.7,1,0,False
373,1746360037.8741288,1.8,1,0,False
374,1746360037.9986787,0.2,1,0,False
375,1746360038.1102808,360.9,2,0,False
376,1746360038.2214913,5.1,2,0,False
377,1746360038.3360662,2.1,2,0,False
378,1746360038.4551103,0.0,2,0,False
379,1746360038.5712373,0.0,2,0,False
380,1746360038.6873245,0.0,2,0,False
381,1746360038.798945,359.5,3,0,False
382,1746360038.9120753,25.2,2,0,False
383,1746360039.0276508,38.7,2,0,False
384,1746360039.138718,9.7,2,0,False
385,1746360039.2549357,0.0,2,0,False
386,1746360039.3661795,0.0,2,0,False
387,1746360039.4812737,0.0,2,0,False
388,1746360039.588352,0.3,2,0,False
389,1746360039.7039394,14.2,1,0,False
390,1746360039.8160343,1.4,1,0,False
391,1746360039.9301074,4.8,1,0,False
392,1746360040.0422192,1.2,1,0,False
393,1746360040.1552954,3.5,1,0,False
394,1746360040.264362,3.5,1,0,False
395,1746360040.377082,3.7,0,0,False
396,1746360040.4872348,0.4,0,0,False
397,1746360040.5942633,0.0,0,0,False
398,1746360040.7099013,0.0,0,0,False
399,1746360040.8179545,0.0,0,0,False
400,1746360040.9350893,0.0,0,0,False
401,1746360041.0551295,0.0,0,0,False
402,1746360041.1693642,0.0,0,0,False
403,1746360041.281447,0.0,0,0,False
404,1746360041.3951948,0.0,0,0,False
405,1746360041.5127857,0.0,0,0,False
406,1746360041.6334076,0.0,0,0,False
407,1746360041.7549973,0.0,0,0,False
408,1746360041.8729985,0.0,0,0,False
409,1746360041.9849968,0.0,0,0,False
410,1746360042.1031015,0.0,0,0,False
411,1746360042.2200997,0.0,0,0,False
412,1746360042.3331003,0.0,0,0,False
413,1746360042.4451008,0.0,0,0,False
414,1746360042.556174,0.0,0,0,False
415,1746360042.6659145,0.0,0,0,False
416,1746360042.772971,0.0,0,0,False
417,1746360042.880021,0.0,0,0,False
418,1746360042.9927442,0.0,0,0,False
419,1746360043.104401,0.0,0,0,False
420,1746360043.216384,0.0,0,0,False
421,1746360043.33306,0.0,0,0,False
422,1746360043.446098,0.0,0,0,False
423,1746360043.557735,0.0,0,0,False
424,1746360043.6678507,0.0,0,0,False
425,1746360043.7760627,0.9,0,0,False
426,1746360043.8822067,0.0,0,0,False
427,1746360043.9942877,24.9,1,0,False
428,1746360044.1089046,0.4,1,0,False
429,1746360044.2226934,3.0,1,0,False
430,1746360044.3300655,5.3,1,0,False
431,1746360044.4417512,4.5,1,0,False
432,1746360044.5523098,1.5,1,0,False
433,1746360044.6634274,0.9,1,0,False
434,1746360044.773485,0.2,1,0,False
435,1746360044.8794835,0.0,1,0,False
436,1746360044.9925644,0.0,1,0,False
437,1746360045.105201,0.0,1,0,False
438,1746360045.2142346,0.0,1,0,False
439,1746360045.3333838,0.0,1,0,False
440,1746360045.4424686,0.0,1,0,False
441,1746360045.55015,0.0,0,0,False
442,1746360045.6622071,0.0,0,0,False
443,1746360045.767741,0.0,0,0,False
444,1746360045.8753674,0.0,0,0,False
445,1746360045.9908845,0.0,0,0,False
446,1746360046.0984125,0.0,0,0,False
447,1746360046.2124841,0.0,0,0,False
448,1746360046.322161,0.0,0,0,False
449,1746360046.4377198,0.0,0,0,False
450,1746360046.5478647,0.0,0,0,False
451,1746360046.6540418,0.0,0,0,False
452,1746360046.767088,0.0,0,0,False
453,1746360046.8800857,0.0,0,0,False
454,1746360046.9986649,0.0,0,0,False
455,1746360047.10918,0.0,0,0,False
456,1746360047.2207606,0.0,0,0,False
457,1746360047.3365107,0.0,0,0,False
458,1746360047.4511275,0.0,0,0,False
459,1746360047.5601265,0.0,0,0,False
460,1746360047.6742773,0.0,0,0,False
461,1746360047.791879,0.0,0,0,False
462,1746360047.9010112,0.0,0,0,False
463,1746360048.0150876,0.0,0,0,False
464,1746360048.1271229,0.0,0,0,False
465,1746360048.239316,0.0,0,0,False
466,1746360048.3513565,0.0,0,0,False
467,1746360048.461913,0.0,0,0,False
468,1746360048.5896788,0.0,0,0,False
469,1746360048.7147589,0.0,0,0,False
470,1746360048.831274,0.0,0,0,False
471,1746360048.947827,0.0,0,0,False
472,1746360049.0614595,0.0,0,0,False
473,1746360049.1939747,0.0,0,0,False
474,1746360049.3150773,0.0,0,0,False
475,1746360049.4265945,0.0,0,0,False
476,1746360049.5381486,0.0,0,0,False
477,1746360049.6481855,0.0,0,0,False
478,1746360049.763341,0.0,0,0,False
479,1746360049.8749073,0.0,0,0,False
480,1746360049.9849916,0.0,0,0,False
481,1746360050.099604,0.0,0,0,False
482,1746360050.211203,0.0,0,0,False
483,1746360050.3208907,0.0,0,0,False
484,1746360050.434026,0.0,0,0,False
485,1746360050.5450268,0.0,0,0,False
486,1746360050.658685,0.0,0,0,False
487,1746360050.7723746,0.0,0,0,False
488,1746360050.886954,0.0,0,0,False
489,1746360051.0025449,0.0,0,0,False
490,1746360051.1151443,0.0,0,0,False
491,1746360051.231336,0.0,0,0,False
492,1746360051.3413768,0.0,0,0,False
493,1746360051.4545865,0.0,0,0,False
494,1746360051.5691066,0.0,0,0,False
495,1746360051.681158,0.0,0,0,False
496,1746360051.7912378,0.0,0,0,False
497,1746360051.903452,0.0,0,0,False
498,1746360052.0165071,0.0,0,0,False
499,1746360052.1321106,0.0,0,0,False
500,1746360052.2401469,0.0,0,0,False
501,1746360052.3572123,0.0,0,0,False
502,1746360052.4672585,0.0,0,0,False
503,1746360052.5845613,0.0,0,0,False
504,1746360052.697485,0.0,0,0,False
505,1746360052.8151324,0.0,0,0,False
506,1746360052.9303813,0.0,0,0,False
507,1746360053.0394545,0.0,0,0,False
508,1746360053.1485257,0.0,0,0,False
509,1746360053.2603114,0.0,0,0,False
510,1746360053.3723428,0.0,0,0,False
511,1746360053.4863741,0.0,0,0,False
512,1746360053.6005468,0.0,0,0,False
513,1746360053.7111592,0.0,0,0,False
514,1746360053.8262224,0.0,0,0,False
515,1746360053.938258,0.0,0,0,False
516,1746360054.050448,0.0,0,0,False
517,1746360054.1589854,0.0,0,0,False
518,1746360054.2660716,0.0,0,0,False
519,1746360054.3752923,0.0,0,0,False
520,1746360054.488341,0.0,0,0,False
521,1746360054.5999272,0.0,0,0,False
522,1746360054.7200718,0.0,0,0,False
523,1746360054.8271115,0.0,0,0,False
524,1746360054.9361103,0.0,0,0,False
525,1746360055.0442061,0.0,0,0,False
526,1746360055.1562698,0.0,0,0,False
527,1746360055.2683558,0.0,0,0,False
528,1746360055.3790247,0.0,0,0,False
529,1746360055.5010228,0.0,0,0,False
530,1746360055.6131723,0.0,0,0,False
531,1746360055.7342966,0.0,0,0,False
532,1746360055.8442972,0.0,0,0,False
533,1746360055.9589598,0.0,0,0,False
534,1746360056.140178,0.0,0,0,False
535,1746360056.259313,0.0,0,0,False
536,1746360056.367447,0.0,0,0,False
537,1746360056.4790363,0.0,0,0,False
538,1746360056.5911005,0.0,0,0,False
539,1746360056.7066798,0.0,0,0,False
540,1746360056.8133414,0.0,0,0,False
541,1746360056.9180086,0.0,0,0,False
542,1746360057.0280468,0.0,0,0,False
543,1746360057.1381247,0.0,0,0,False
544,1746360057.2478988,0.0,0,0,False
545,1746360057.362111,0.0,0,0,False
546,1746360057.471222,0.0,0,0,False
547,1746360057.5812566,0.0,0,0,False
548,1746360057.693426,0.0,0,0,False
549,1746360057.8072176,0.0,0,0,False
550,1746360057.9204085,0.0,0,0,False
551,1746360058.0300536,0.0,0,0,False
552,1746360058.1441326,0.0,0,0,False
553,1746360058.254132,0.0,0,0,False
554,1746360058.3648715,0.0,0,0,False
555,1746360058.4735317,0.0,0,0,False
556,1746360058.5867324,0.0,0,0,False
557,1746360058.6987991,0.0,0,0,False
558,1746360058.8134496,0.0,0,0,False
559,1746360058.927972,0.0,0,0,False
560,1746360059.0380013,0.0,0,0,False
561,1746360059.1480024,0.0,0,0,False
562,1746360059.259621,0.0,0,0,False
563,1746360059.3698099,0.0,0,0,False
564,1746360059.48096,0.0,0,0,False
565,1746360059.5900667,0.0,0,0,False
566,1746360059.698141,0.0,0,0,False
567,1746360059.803141,0.0,0,0,False
568,1746360059.911704,0.0,0,0,False
569,1746360060.0222964,0.0,0,0,False
570,1746360060.139901,0.0,0,0,False
571,1746360060.2474203,0.0,0,0,False
572,1746360060.3559797,0.0,0,0,False
573,1746360060.4620118,0.0,0,0,False
574,1746360060.575192,0.0,0,0,False
575,1746360060.6852736,0.0,0,0,False
576,1746360060.7958574,0.0,0,0,False
577,1746360060.9109092,0.0,0,0,False
578,1746360061.0229516,0.0,0,0,False
579,1746360061.1290612,0.0,0,0,False
580,1746360061.2411332,0.0,0,0,False
581,1746360061.3467844,0.0,0,0,False
582,1746360061.453862,0.0,0,0,False
583,1746360061.565599,0.0,0,0,False
584,1746360061.678165,0.0,0,0,False
585,1746360061.7887282,0.0,0,0,False
586,1746360061.8923922,0.0,0,0,False
587,1746360062.0020125,0.0,0,0,False
588,1746360062.113222,0.0,0,0,False
589,1746360062.2184582,0.0,0,0,False
590,1746360062.329057,0.0,0,0,False
591,1746360062.4381733,0.0,0,0,False
592,1746360062.5494497,0.0,0,0,False
593,1746360062.6585503,0.0,0,0,False
594,1746360062.7761016,0.0,0,0,False
595,1746360062.882142,0.0,0,0,False
596,1746360062.9981432,0.0,0,0,False
597,1746360063.1087596,0.0,0,0,False
598,1746360063.214376,0.0,0,0,False
599,1746360063.3255284,0.0,0,0,False
600,1746360063.435147,0.0,0,0,False
601,1746360063.5432649,0.0,0,0,False
602,1746360063.658404,0.0,0,0,False
603,1746360063.7800019,0.0,0,0,False
604,1746360063.8901935,0.0,0,0,False
605,1746360064.0113106,0.0,0,0,False
606,1746360064.1413443,0.0,0,0,False
607,1746360064.2535875,0.0,0,0,False
608,1746360064.3604963,0.0,0,0,False
609,1746360064.4812946,0.0,0,0,False
610,1746360064.5958126,0.0,0,0,False
611,1746360064.7098596,0.0,0,0,False
612,1746360064.8223774,0.0,0,0,False
613,1746360064.9354684,0.0,0,0,False
614,1746360065.0431695,0.0,0,0,False
615,1746360065.155826,0.0,0,0,False
616,1746360065.2649922,0.0,0,0,False
617,1746360065.37608,0.0,0,0,False
618,1746360065.4921196,0.0,0,0,False
619,1746360065.5991516,3.9,1,0,False
620,1746360065.7132244,26.6,1,0,False
621,1746360065.8243012,356.1,1,0,False
622,1746360065.9363897,0.0,1,0,False
623,1746360066.0470183,8.9,2,0,False
624,1746360066.159262,11.6,2,0,False
625,1746360066.2683012,0.4,2,0,False
626,1746360066.3823955,0.0,2,0,False
627,1746360066.4931505,0.0,2,0,False
628,1746360066.6002874,348.3,3,0,False
629,1746360066.7157953,362.1,3,0,False
630,1746360066.8294291,360.0,3,0,False
631,1746360066.9369848,360.0,3,0,False
632,1746360067.0461774,360.0,3,0,False
633,1746360067.1573975,360.0,2,0,False
634,1746360067.267913,360.0,2,1,True
635,1746360067.3770065,360.0,2,2,True
636,1746360067.4901197,360.0,2,3,True
637,1746360067.6021733,360.0,1,3,False
638,1746360067.7132201,0.0,1,3,False
639,1746360067.8229604,0.0,1,3,False
640,1746360067.9317536,360.0,2,3,True
641,1746360068.0408294,360.0,2,3,True
642,1746360068.1538286,0.0,1,3,False
643,1746360068.26187,0.0,1,3,False
644,1746360068.371914,0.0,1,2,False
645,1746360068.4789133,360.0,2,1,True
646,1746360068.5930326,360.0,2,0,False
647,1746360068.7070713,0.0,2,0,False
648,1746360068.8182647,360.0,3,0,False
649,1746360068.923787,0.0,3,0,False
650,1746360069.0337863,360.0,4,0,False
651,1746360069.1457856,0.0,4,0,False
652,1746360069.2607863,360.0,5,0,False
653,1746360069.3767858,360.0,5,0,False
654,1746360069.4858851,360.0,4,0,False
655,1746360069.5939267,0.0,4,0,False
656,1746360069.704928,0.0,4,0,False
657,1746360069.8121314,360.0,5,0,False
658,1746360069.9250984,0.0,5,0,False
659,1746360070.0331,360.0,5,0,False
660,1746360070.1461391,360.0,5,0,False
661,1746360070.25626,0.0,5,0,False
662,1746360070.3723025,0.0,4,0,False
663,1746360070.4813344,360.0,5,0,False
664,1746360070.5928934,360.0,4,0,False
665,1746360070.7009609,360.0,4,0,False
666,1746360070.8079603,360.0,3,0,False
667,1746360070.9170191,360.0,3,0,False
668,1746360071.025017,0.0,3,0,False
669,1746360071.139019,360.0,4,0,False
